EXR-645
KA09C2343(Dumper)
KA09C1653(Dumper)
KA09C2695(Dumper)
AP16TJ4151(Dumper)
TS07UA2850(Dumper)
MP04HE2256(Water Tanker)
MP39H2870(Dumper)
AP03TE9321(Dumper)
AP03TE9271(Dumper)
MP39H1925(Dumper)
MP04HE2243(Dumper)
EXR 476(Excavator)
AP03TE9281(Dumper)
MP39H2602
AP16TH9425
MP39H2578
MP39H1921
BHO-35
MP39H2856
TN63AJ1291
KA09C6422
MP39H1768
AP03TE9276
BHO-69
AP03TE9273
MP39H1120
KA09D3307
MP39H1119
MP39H1118
AP03TE9268
AP03TE9285
TS07UA2655
MP04HE2292
AP03TE9323
AP03TE9282
KA09C1676
AP16TJ4680
MP39H1473
MP39H1390
MP04HE1194
EXR-660
MGR-30
MP39H2852(Prima)
MP04HE2176(Water Tanker)
MH07AJ1026(Prima)
MH15GX6036(Sany Crane)
EXR-524(Excavator)
MP39H3236(Puller)
KA09C1666(Tipper)
MGR-180(Motor Grader)
MGR-106(Motor Grader)
MH15HC2333(Sany Crane)
MP39H1886(Prima)
MP04HE1836(Water Tanker)
MP39H1293(Tipper)
MP39H2138(Tipper)
TN63AH9618(Prima)
MGR-92(Motor Grader)
MP39H0861(Tipper)
MP39H1406(Tipper)
KA09C1651
MP04HE1828
EXR-355
MH07AJ1582(Tipper)
WLD-353(Wheel Loader)
EXR-583(Excavator)
MP39H0850(Tipper)
MGR-142(Motor Grador)
MH10CR3256(Prima)
mp04he1599
AP16TH9437
HDC-211
mp04he2265
MP39H3480
SDR-268
AP16TJ4175
KA09C6341
MP39H3481
EXR-214
EXR-508
EXR-422
EXR-485
TN63AJ1770
AP16TH9328
AP16TJ4191
WLD-206
MP04HE1853
AP16TJ9335
MP39H2389
SDR-77
AP16TH9941
EXR-659
KA09C1650
SDR-175
KA09C2270
AP16TH9441
AP16TH9436
Ap16TH9350
AP16TH9957
MH32AJ1296
KA09D3473
AP16TH9965
EXR-452
MP39H1462
KA09C1661
MGR-161(Motor Grader)
WLD-52(Wheel Loader)
PTR-15
KA42B2013
DDR-66
SDR-296
SP9-35
AP16TH9414(Tipper)
KA09C2281
EXR-665
SDR-303
MP04HE1435
DDR-79
AP16TH9420
MP39H0761
TS07UA3083
MP04HE2288
SDR-164
GJ12AU5018
AP16TH9962
GJ12CM4142
KA09D3470
AP16TH9438
WLD-319
